Precio,Tamaño de la propiedad,Parqueos,Dormitorios,Baños
"130,000",48.0,1.0,1.0,1.0
"850,000",295.0,2.0,3.0,3.5
"315,000",107.0,2.0,3.0,2.0
"165,400",68.0,2.0,3.0,2.0
"154,000",106.0,2.0,3.0,2.0
"149,000",164.0,2.0,3.0,2.5
"200,000",90.0,2.0,3.0,2.0
"250,000",125.0,2.0,3.0,2.5
"116,000",33.0,1.0,1.0,0.0
"750,000",431.0,3.0,3.0,3.0
"375,000",210.0,2.0,3.0,2.5
"150,000",100.0,2.0,2.0,2.0
"185,145",78.0,0.0,3.0,1.0
"179,570",75.0,0.0,3.0,2.0
"138,880",58.0,0.0,2.0,1.0
"110,550",45.0,0.0,1.0,1.0
"195,258",78.0,0.0,2.0,2.0
"130,000",41.0,1.0,1.0,1.0
"138,000",81.0,2.0,2.0,2.0
"230,000",95.0,2.0,3.0,2.0
"320,000",110.0,2.0,2.0,2.5
"825,000",450.0,2.0,3.0,4.0
"895,000",305.0,3.0,3.0,3.5
"375,000",203.0,2.0,3.0,2.0
"175,000",120.0,2.0,3.0,2.0
"220,000",160.0,2.0,3.0,2.0
"269,710",83.0,1.0,1.0,1.5
"193,000",69.0,0.0,1.0,1.0
"295,000",84.0,2.0,1.0,1.5
"795,000",225.0,3.0,3.0,3.5
"895,000",305.0,3.0,3.0,3.5
"157,200",44.0,2.0,2.0,1.0
"158,000",69.0,1.0,1.0,1.0
"100,000",168.0,2.0,5.0,1.0
"212,500",73.0,2.0,2.0,2.0
"132,000",134.0,0.0,3.0,3.0
"245,000",120.0,2.0,3.0,2.5
"330,000",114.0,1.0,2.0,2.0
"315,000",134.0,2.0,3.0,2.5
"265,000",100.0,2.0,3.0,2.0
"600,000",200.0,2.0,3.0,3.5
"135,000",38.0,1.0,1.0,1.0
"255,000",106.0,2.0,2.0,2.0
"215,000",154.0,2.0,2.0,3.0
"175,000",78.0,1.0,1.0,1.0
"123,000",59.0,1.0,2.0,2.0
"375,000",209.0,2.0,3.0,2.5
"271,488",114.0,0.0,3.0,2.0
"590,000",380.0,4.0,3.0,4.0
"147,000",69.0,2.0,2.0,2.0
"315,000",134.0,2.0,3.0,2.5
"315,000",134.0,2.0,3.0,2.5
"217,000",60.0,2.0,1.0,1.5
"650,000",272.0,3.0,3.0,3.5
"265,000",152.0,2.0,3.0,2.0
"250,000",125.0,2.0,3.0,0.5
"270,000",152.0,2.0,3.0,3.0
"160,000",87.0,0.0,3.0,2.0
"200,000",102.0,2.0,2.0,2.0
"254,000",134.0,2.0,2.0,2.5
"469,995",266.0,2.0,2.0,3.5
"374,995",213.0,2.0,2.0,3.5
"315,000",139.0,2.0,3.0,2.5
"225,000",86.0,2.0,1.0,1.0
"217,000",88.0,2.0,2.0,2.5
"68,555",49.0,1.0,1.0,1.0
"245,000",136.0,2.0,3.0,2.5
"153,800",85.0,2.0,2.0,2.0
"220,000",112.0,2.0,2.0,2.0
"375,000",204.0,2.0,3.0,1.5
"780,000",248.0,2.0,3.0,2.5
"850,000",580.0,0.0,5.0,5.0
"62,500",65.0,1.0,2.0,1.0
"250,000",95.0,2.0,3.0,2.0
"450,000",162.0,2.0,4.0,4.0
"44,375",60.0,1.0,3.0,1.0
"250,000",130.0,2.0,3.0,2.0
"858,000",50.0,1.0,1.0,1.0
"161,017",75.0,2.0,3.0,2.0
"220,000",210.0,2.0,3.0,2.0
"259,990",185.0,0.0,3.0,2.5
"200,000",106.0,0.0,3.0,2.0
"330,000",140.0,2.0,3.0,2.0
"275,000",105.0,2.0,3.0,2.5
"122,000",62.0,0.0,1.0,1.0
"225,750",93.0,0.0,2.0,2.0
"236,250",93.0,0.0,2.0,2.0
"76,000",75.0,2.0,3.0,1.0
"120,000",49.0,0.0,1.0,1.0
"62,499",65.0,1.0,2.0,1.0
"139,359",57.0,1.0,2.0,1.0
"62,500",65.0,1.0,2.0,1.0
"190,000",68.0,2.0,2.0,2.0
"209,150",141.0,2.0,3.0,2.0
"85,000",44.0,1.0,1.0,1.0
"121,795",71.0,2.0,2.0,1.0
"370,000",280.0,2.0,3.0,3.0
"385,000",148.0,2.0,2.0,2.0
"390,000",115.0,2.0,3.0,2.0
"282,250",115.0,2.0,3.0,3.5
"225,900",88.0,2.0,3.0,2.0
"267,491",135.0,2.0,3.0,2.5
"135,000",79.0,2.0,3.0,2.0
"170,400",89.0,2.0,3.0,2.0
"182,250",56.0,2.0,2.0,2.0
"143,750",125.0,2.0,2.0,2.0
"295,000",166.0,0.0,3.0,2.0
"410,000",250.0,2.0,3.0,3.0
"445,000",168.0,3.0,3.0,3.5
"113,750",60.0,1.0,1.0,1.0
"575,000",218.0,2.0,3.0,4.0
"420,000",184.0,2.0,2.0,2.5
"200,000",90.0,2.0,3.0,2.0
"170,000",90.0,2.0,3.0,2.5
"595,000",213.0,3.0,3.0,3.5
"160,257",44.0,1.0,1.0,1.0
"270,000",190.0,1.0,3.0,2.0
"360,000",250.0,5.0,4.0,4.5
"210,000",122.0,2.0,2.0,2.5
"245,000",156.0,2.0,2.0,2.5
"680,000",253.0,3.0,3.0,3.5
"800,000",248.0,2.0,3.0,2.5
"168,900",75.0,0.0,3.0,2.0
"232,350",88.0,0.0,3.0,2.0
"104,636",80.0,0.0,3.0,2.0
"168,875",75.0,0.0,3.0,2.0
"310,000",120.0,2.0,3.0,3.0
"315,000",122.0,2.0,3.0,3.0
"185,000",137.0,2.0,2.0,1.0
"895,000",304.0,0.0,3.0,3.0
"125,000",34.0,1.0,1.0,1.0
"425,000",168.0,3.0,3.0,3.5
"288,000",102.0,2.0,2.0,2.5
"280,000",86.0,2.0,2.0,2.5
"143,700",51.0,0.0,1.0,1.0
"110,000",68.0,2.0,2.0,1.0
"160,000",79.0,1.0,2.0,2.0
"165,000",55.0,2.0,2.0,1.0
"320,000",162.0,2.0,3.0,2.5
"310,000",153.0,2.0,2.0,2.5
"255,000",127.0,2.0,3.0,2.5
"287,000",112.0,2.0,3.0,3.0
"375,170",125.0,2.0,2.0,2.5
"250,000",147.0,2.0,2.0,2.0
"210,000",85.0,2.0,3.0,2.0
"104,336",80.0,0.0,3.0,2.0
"205,000",60.0,2.0,1.0,1.5
"149,700",56.0,2.0,1.0,1.5
"495,000",245.0,2.0,2.0,2.5
"350,000",136.0,2.0,3.0,3.0
"350,000",125.0,2.0,3.0,2.5
"76,508",23.0,1.0,1.0,1.0
"97,523",35.0,1.0,1.0,1.0
"163,200",44.0,2.0,2.0,1.0
"100,000",42.0,0.0,1.0,1.0
"122,000",95.0,2.0,3.0,2.0
"217,000",88.0,2.0,2.0,2.0
"450,000",208.0,2.0,3.0,3.5
"130,000",130.0,2.0,2.0,1.0
"125,064",70.0,2.0,3.0,2.0
"385,000",174.0,2.0,2.0,2.5
"216,300",106.0,2.0,2.0,2.0
"194,100",79.0,1.0,2.0,2.0
"300,000",121.0,2.0,3.0,2.5
"395,300",360.0,12.0,12.0,6.0
"155,000",55.0,1.0,1.0,1.0
"180,000",90.0,2.0,3.0,2.5
"175,000",77.0,2.0,2.0,1.0
"875,000",238.0,0.0,3.0,4.0
"325,000",140.0,0.0,2.0,2.0
"125,000",75.0,0.0,2.0,2.0
"318,750",140.0,0.0,3.0,3.0
"310,000",152.0,0.0,3.0,3.0
"126,000",80.0,0.0,2.0,2.0
"315,000",115.0,0.0,3.0,2.0
"210,000",129.0,0.0,2.0,3.0
"168,320",59.0,0.0,3.0,2.0
"151,355",50.0,0.0,2.0,2.0
"94,045",32.0,0.0,1.0,1.0
"289,000",138.0,2.0,3.0,2.5
"250,000",120.0,2.0,3.0,2.0
"233,322",104.0,1.0,2.0,2.0
"170,000",53.0,0.0,1.0,1.0
"430,000",208.0,3.0,3.0,3.5
"451,872",176.0,2.0,2.0,2.5
"450,000",252.0,0.0,2.0,4.0
"160,200",44.0,1.0,1.0,1.0
"456,828",180.0,2.0,2.0,2.5
"135,000",133.0,2.0,2.0,1.0
"117,986",45.0,0.0,1.0,1.0
"717,959",219.0,2.0,3.0,3.5
"636,659",194.0,2.0,3.0,3.5
"732,359",228.0,2.0,3.0,3.5
"199,750",116.0,2.0,3.0,2.0
"141,025",103.0,1.0,2.0,2.5
"825,000",405.0,3.0,3.0,4.0
"203,350",106.0,0.0,2.0,2.0
"243,100",136.0,0.0,3.0,2.0
"475,000",330.0,3.0,3.0,3.5
"100,000",66.0,1.0,3.0,1.0
"140,000",86.0,1.0,2.0,2.0
"152,000",47.0,1.0,1.0,1.0
"750,000",417.0,4.0,3.0,3.5
"235,000",179.0,2.0,2.0,2.5
"928,961",395.0,3.0,3.0,3.5
"156,000",106.0,2.0,3.0,2.0
"165,000",110.0,2.0,3.0,2.0
"120,000",96.0,2.0,3.0,1.0
"928,798",378.0,3.0,3.0,3.5
"653,926",274.0,2.0,3.0,3.5
"437,604",186.0,2.0,2.0,2.5
"500,100",218.0,2.0,3.0,3.5
"532,668",232.0,2.0,3.0,3.5
"371,610",130.0,2.0,3.0,2.5
"178,500",104.0,2.0,2.0,2.0
"155,000",106.0,2.0,3.0,2.0
"156,000",106.0,2.0,3.0,2.0
"750,000",420.0,4.0,3.0,3.0
"125,000",87.0,2.0,2.0,1.0
"295,000",123.0,2.0,2.0,2.0
"258,450",106.0,0.0,2.0,2.0
"309,000",136.0,0.0,3.0,2.0
"232,250",79.0,2.0,3.0,2.0
"225,000",80.0,2.0,3.0,2.0
"200,000",90.0,1.0,2.0,2.0
"185,000",91.0,2.0,2.0,2.0
"122,750",63.0,0.0,2.0,2.0
"91,600",44.0,0.0,1.0,1.0
"243,000",136.0,2.0,3.0,3.5
"448,420",163.0,2.0,3.0,2.5
"275,000",135.0,3.0,3.0,2.5
"179,000",72.0,2.0,2.0,2.0
"586,376",251.0,2.0,3.0,3.5
"300,000",152.0,2.0,2.0,2.0
"225,000",130.0,2.0,2.0,3.5
"750,000",170.0,2.0,3.0,3.5
"125,000",131.0,2.0,3.0,2.0
"599,999",390.0,2.0,3.0,0.0
"368,000",118.0,2.0,3.0,1.5
"130,000",64.0,1.0,2.0,1.5
"186,000",67.0,2.0,2.0,2.0
"85,000",38.0,1.0,1.0,1.0
"980,000",609.0,4.0,4.0,4.5
"368,000",149.0,2.0,3.0,2.5
"95,000",45.0,1.0,1.0,0.0
"109,000",90.0,1.0,3.0,2.0
"162,000",59.0,1.0,1.0,1.0
"250,000",101.0,1.0,2.0,2.0
"250,000",104.0,1.0,2.0,2.0
"113,000",59.0,1.0,2.0,1.0
"222,000",96.0,2.0,3.0,2.0
"216,000",83.0,1.0,1.0,1.5
"225,000",70.0,1.0,2.0,2.0
"179,000",79.0,2.0,2.0,2.0
"165,385",68.0,2.0,3.0,2.0
"138,000",68.0,2.0,2.0,2.0
"136,500",62.0,1.0,2.0,2.0
"135,000",58.0,1.0,1.0,1.0
"285,000",146.0,0.0,3.0,2.0
"79,000",64.0,2.0,3.0,1.0
"280,000",200.0,2.0,3.0,2.0
"110,000",99.0,2.0,3.0,2.0
"345,000",162.0,2.0,2.0,2.5
"94,269",51.0,1.0,1.0,1.0
"290,000",178.0,2.0,2.0,2.0
"142,305",101.0,2.0,3.0,2.0
"119,205",93.0,0.0,3.0,2.0
"111,875",64.0,2.0,2.0,2.0
"250,000",147.0,2.0,2.0,2.0
"212,304",154.0,2.0,3.0,2.0
"224,317",79.0,2.0,3.0,2.0
"142,000",86.0,2.0,3.0,2.0
"150,000",58.0,2.0,1.0,2.0
"215,000",244.0,2.0,3.0,2.0
"265,000",191.0,2.0,3.0,2.5
"242,650",109.0,0.0,3.0,2.0
"206,000",69.0,0.0,2.0,2.0
"98,700",33.0,0.0,1.0,1.0
"182,600",81.0,0.0,3.0,2.0
"146,305",58.0,0.0,2.0,1.0
"82,200",30.0,0.0,1.0,1.0
"250,000",107.0,2.0,3.0,2.5
"137,700",62.0,0.0,3.0,2.0
"131,800",57.0,0.0,2.0,1.0
"137,715",72.0,0.0,2.0,2.0
"119,949",51.0,0.0,1.0,1.0
"205,056",94.0,0.0,3.0,2.0
"153,986",63.0,0.0,2.0,1.0
"120,000",69.0,2.0,3.0,2.0
"155,000",72.0,0.0,1.0,1.0
"240,000",98.0,0.0,2.0,2.0
"188,000",77.0,0.0,2.0,2.0
"354,587",240.0,2.0,3.0,2.5
"140,000",59.0,0.0,1.0,1.0
"220,000",88.0,0.0,2.0,2.0
"175,000",72.0,0.0,2.0,2.0
"215,000",107.0,0.0,3.0,3.0
"132,000",91.0,0.0,1.0,2.0
"181,498",66.0,0.0,2.0,2.0
"419,000",140.0,0.0,2.0,2.0
"106,625",34.0,0.0,1.0,1.0
"88,350",54.0,0.0,2.0,1.0
"90,666",55.0,0.0,2.0,1.0
"260,000",96.0,2.0,3.0,2.0
"365,000",145.0,2.0,3.0,4.5
"175,000",100.0,1.0,2.0,0.0
"179,000",60.0,1.0,1.0,1.0
"430,000",172.0,2.0,2.0,3.5
"131,250",104.0,2.0,3.0,2.0
"215,000",86.0,2.0,2.0,2.0
"200,000",70.0,1.0,2.0,2.0
"78,170",38.0,1.0,1.0,1.0
"130,202",37.0,1.0,1.0,1.0
"120,368",52.0,0.0,2.0,2.0
"315,000",123.0,2.0,3.0,3.0
"115,000",73.0,2.0,2.0,2.0
"189,000",81.0,2.0,2.0,2.0
"196,203",90.0,2.0,3.0,2.0
"104,430",60.0,1.0,1.0,1.0
"330,000",115.0,2.0,3.0,2.0
"250,000",123.0,2.0,3.0,2.5
"125,000",35.0,1.0,1.0,1.0
"200,000",225.0,2.0,3.0,3.0
"588,000",185.0,2.0,2.0,2.0
"433,732",171.0,2.0,2.0,2.5
"109,000",37.0,1.0,1.0,1.0
"200,000",72.0,1.0,1.0,1.5
"215,000",98.0,2.0,2.0,2.5
"850,000",412.0,5.0,3.0,3.0
"179,000",73.0,2.0,2.0,2.0
"105,000",66.0,2.0,2.0,1.0
"74,900",47.0,0.0,1.0,1.0
"371,610",130.0,2.0,3.0,2.5
"220,000",102.0,2.0,3.0,3.0
"315,000",156.0,2.0,3.0,2.5
"190,000",88.0,2.0,3.0,2.0
"71,000",60.0,2.0,3.0,2.0
"850,000",250.0,0.0,3.0,3.0
"320,000",128.0,0.0,2.0,2.0
"173,000",72.0,0.0,3.0,2.0
"131,600",56.0,0.0,2.0,1.0
"98,000",80.0,2.0,3.0,2.0
"132,050",70.0,2.0,2.0,2.0
"235,000",137.0,0.0,2.0,2.0
"350,000",159.0,2.0,2.0,1.0
"235,000",98.0,2.0,3.0,2.5
"65,659",68.0,1.0,3.0,2.0
"215,000",124.0,2.0,2.0,2.0
"65,659",68.0,1.0,3.0,2.0
"215,000",124.0,2.0,2.0,2.0
"92,774",42.0,1.0,1.0,1.0
"280,000",159.0,2.0,3.0,2.0
"130,000",72.0,2.0,2.0,1.5
"540,000",190.0,2.0,2.0,2.5
"350,000",152.0,0.0,2.0,2.0
"115,500",70.0,2.0,2.0,1.0
"292,500",120.0,2.0,2.0,2.5
"125,000",72.0,2.0,3.0,1.0
"135,000",87.0,0.0,2.0,2.0
"299,000",208.0,0.0,3.0,3.0
"995,000",600.0,4.0,3.0,3.5
"140,000",65.0,2.0,2.0,2.0
"113,925",94.0,2.0,2.0,1.0
"230,000",96.0,0.0,2.0,2.0
"78,000",42.0,0.0,2.0,1.0
"191,557",74.0,0.0,3.0,2.0
"250,000",156.0,1.0,3.0,2.5
"265,000",111.0,0.0,3.0,3.0
"980,000",609.0,4.0,4.0,4.5
"115,000",75.0,2.0,2.0,2.0
"166,157",65.0,2.0,3.0,2.0
"167,000",62.0,0.0,2.0,2.0
"270,000",138.0,0.0,3.0,3.0
"989,897",74.0,0.0,3.0,2.0
"720,000",360.0,0.0,3.0,3.0
"210,000",70.0,0.0,2.0,2.0
"450,000",208.0,3.0,3.0,4.0
"697,000",360.0,3.0,3.0,2.5
"890,000",220.0,4.0,3.0,4.0
"490,000",337.0,2.0,3.0,3.5
"340,000",98.0,2.0,2.0,2.5
"140,000",39.0,1.0,1.0,1.0
"220,000",140.0,2.0,2.0,2.5
"180,000",90.0,2.0,3.0,2.0
"375,000",315.0,2.0,3.0,3.5
"180,560",75.0,2.0,2.0,2.0
"315,000",240.0,2.0,3.0,2.5
"240,000",90.0,0.0,2.0,2.0
"230,000",96.0,2.0,2.0,2.0
"225,000",72.0,0.0,2.0,2.0
"660,000",293.0,0.0,3.0,0.0
"150,795",58.0,0.0,2.0,0.0
"535,000",300.0,2.0,3.0,3.5
"452,000",208.0,3.0,3.0,3.5
"168,900",57.0,0.0,2.0,2.0
"128,499",62.0,0.0,1.0,1.0
"195,000",95.0,2.0,2.0,0.0
"230,000",96.0,2.0,2.0,2.0
"470,860",263.0,0.0,3.0,3.0
"230,000",137.0,2.0,2.0,2.5
"89,000",46.0,1.0,1.0,1.0
"365,125",156.0,2.0,3.0,3.0
"275,700",124.0,2.0,3.0,2.5
"269,000",78.0,2.0,2.0,2.0
"380,000",200.0,2.0,3.0,3.5
"795,000",381.0,3.0,3.0,4.5
"900,000",355.0,3.0,3.0,3.5
"104,431",60.0,1.0,1.0,1.0
"295,000",145.0,2.0,4.0,3.5
"143,608",63.0,1.0,2.0,2.0
"219,094",99.0,2.0,3.0,2.0
"145,000",154.0,2.0,3.0,1.0
"430,000",246.0,3.0,3.0,3.5
"295,000",147.0,2.0,3.0,2.5
"217,000",75.0,2.0,2.0,2.0
"540,000",190.0,0.0,2.0,2.0
"368,000",119.0,2.0,3.0,2.5
"89,405",78.0,0.0,3.0,2.0
"380,000",146.0,2.0,3.0,2.0
"241,500",99.0,2.0,2.0,2.5
"135,000",58.0,1.0,1.0,1.5
"105,500",41.0,1.0,1.0,1.0
"135,000",85.0,0.0,2.0,2.0
"116,000",49.0,1.0,1.0,1.0
"118,001",38.0,0.0,1.0,1.0
"91,390",81.0,0.0,3.0,2.0
"350,000",156.0,0.0,3.0,2.0
"350,000",156.0,0.0,3.0,2.0
"240,000",110.0,0.0,2.0,1.0
"400,000",116.0,2.0,3.0,2.5
"202,000",78.0,0.0,4.0,2.0
"150,000",58.0,2.0,2.0,2.0
"255,000",155.0,2.0,2.0,2.5
"145,000",73.0,2.0,3.0,1.0
"330,000",201.0,2.0,3.0,3.0
"410,000",125.0,2.0,3.0,2.5
"215,000",68.0,0.0,2.0,2.0
"250,000",95.0,2.0,3.0,2.0
"130,000",72.0,2.0,3.0,1.0
"97,402",66.0,1.0,1.0,1.0
"203,350",107.0,2.0,2.0,2.0
"170,000",54.0,1.0,1.0,2.0
"140,000",77.0,2.0,2.0,2.0
"215,000",79.0,2.0,2.0,2.0
"685,000",282.0,2.0,3.0,3.5
"499,999",211.0,2.0,3.0,3.0
"625,000",498.0,2.0,4.0,4.0
"240,414",118.0,1.0,3.0,2.5
"260,000",117.0,2.0,2.0,2.5
"556,000",384.0,2.0,4.0,3.0
"135,000",62.0,2.0,2.0,2.0
"145,000",45.0,0.0,1.0,1.0
"101,990",56.0,0.0,1.0,1.0
"167,784",82.0,1.0,2.0,2.5
"189,177",155.0,3.0,3.0,3.0
"164,000",100.0,2.0,2.0,2.0
"114,000",62.0,2.0,1.0,2.0
"340,000",120.0,2.0,3.0,2.5
"255,000",105.0,2.0,3.0,2.5
"350,000",171.0,2.0,2.0,2.5
"345,000",143.0,2.0,3.0,2.0
"85,000",38.0,1.0,1.0,1.0
"153,000",52.0,1.0,1.0,1.0
"143,749",94.0,2.0,2.0,2.0
"203,350",112.0,2.0,2.0,2.0
"765,000",248.0,3.0,3.0,3.5
"190,865",60.0,0.0,2.0,2.0
"260,000",98.0,2.0,2.0,2.0
"115,562",47.0,1.0,1.0,1.0
"144,000",75.0,2.0,2.0,2.0
"320,000",123.0,2.0,3.0,2.5
"465,000",180.0,3.0,3.0,3.0
"675,000",380.0,3.0,3.0,2.5
"235,000",102.0,2.0,2.0,0.5
"420,000",300.0,4.0,3.0,2.5
"225,000",103.0,2.0,2.0,2.0
"135,000",68.0,2.0,3.0,2.0
"127,650",54.0,1.0,1.0,1.5
"231,000",100.0,2.0,2.0,2.0
"265,000",170.0,2.0,3.0,2.5
"385,000",162.0,2.0,3.0,2.5
"250,000",50.0,1.0,1.0,2.0
"395,000",320.0,2.0,3.0,4.0
"71,000",67.0,2.0,3.0,2.0
"400,000",156.0,3.0,3.0,2.5
"295,000",84.0,2.0,2.0,2.0
"150,000",105.0,2.0,1.0,1.0
"360,000",184.0,5.0,4.0,3.5
"120,000",34.0,1.0,1.0,1.0
"215,000",120.0,2.0,2.0,2.0
"225,000",105.0,2.0,3.0,2.5
"157,000",54.0,1.0,1.0,1.5
"210,000",120.0,1.0,2.0,2.0
"350,000",145.0,2.0,3.0,2.5
"109,606",50.0,1.0,1.0,1.0
"420,000",162.0,2.0,3.0,2.5
"205,000",65.0,1.0,1.0,1.5
"285,000",105.0,2.0,3.0,2.5
"225,000",105.0,2.0,3.0,2.0
"890,000",339.0,2.0,4.0,4.5
"420,000",214.0,4.0,3.0,3.5
"130,000",62.0,2.0,2.0,2.0
"310,000",150.0,2.0,3.0,2.0
"162,000",65.0,2.0,3.0,2.0
"165,000",55.0,1.0,1.0,1.0
"225,000",75.0,2.0,2.0,2.0
"360,000",180.0,2.0,3.0,2.0
"265,000",84.0,2.0,2.0,2.0
"895,000",307.0,2.0,3.0,4.0
"115,140",69.0,2.0,3.0,2.0
"220,000",79.0,1.0,1.0,1.5
"174,000",106.0,2.0,2.0,2.0
"105,000",120.0,2.0,3.0,2.0
"250,000",161.0,2.0,3.0,2.0
"225,000",86.0,2.0,1.0,2.0
"265,000",160.0,2.0,2.0,2.5
"171,242",81.0,2.0,3.0,2.0
"105,000",39.0,1.0,1.0,1.0
"230,000",77.0,2.0,2.0,2.0
"210,000",72.0,2.0,2.0,2.5
"97,000",63.0,1.0,1.0,1.0
"101,000",39.0,1.0,1.0,1.0
"120,000",68.0,2.0,2.0,2.0
"270,000",105.0,2.0,2.0,2.0
"111,000",93.0,2.0,3.0,2.0
"325,000",160.0,2.0,4.0,2.5
"112,000",82.0,2.0,2.0,2.0
"160,000",45.0,1.0,1.0,1.0
"105,000",71.0,2.0,2.0,2.0
"130,000",54.0,1.0,2.0,1.0
"85,400",45.0,1.0,1.0,1.0
"260,000",72.0,2.0,1.0,1.5
"165,000",72.0,2.0,3.0,2.0
"146,000",58.0,1.0,1.0,1.0
"420,000",300.0,3.0,3.0,3.0
"145,000",80.0,2.0,3.0,2.0
"235,000",96.0,2.0,3.0,2.5
"375,000",190.0,2.0,3.0,3.5
"279,000",163.0,2.0,3.0,2.5
"255,000",124.0,2.0,3.0,3.0
"130,000",73.0,2.0,3.0,1.0
"137,800",40.0,1.0,1.0,1.0
"130,000",102.0,2.0,2.0,2.0
"785,000",325.0,3.0,3.0,4.0
"570,000",195.0,3.0,3.0,3.5
"570,000",245.0,3.0,3.0,3.5
"470,000",230.0,2.0,3.0,3.0
"165,000",60.0,1.0,1.0,1.5
"160,000",70.0,1.0,1.0,1.5
"130,750",67.0,2.0,2.0,2.0
"94,000",50.0,1.0,2.0,1.0
"150,000",65.0,1.0,1.0,1.0
"129,000",39.0,1.0,1.0,2.0
"270,000",162.0,2.0,2.0,3.5
"225,000",111.0,2.0,2.0,2.0
"215,000",129.0,2.0,2.0,2.5
"197,000",121.0,2.0,2.0,2.0
"210,000",85.0,2.0,3.0,2.0
"93,500",75.0,0.0,1.0,1.0
"680,000",330.0,3.0,2.0,2.5
"265,000",183.0,2.0,2.0,4.0
"225,000",93.0,2.0,3.0,2.0
"460,000",236.0,3.0,3.0,3.5
